,StartDate,EndDate,Status,Progress,duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,OPC,Parent,rsv_intent_hyp_pre,rsv_intent_hyp_rej,rsv_intent_hyp_post,no_child,X1_age_ch_i,X1_sex_ch_i,X1_relationship_ch_i,X1_relationship_ch_i_6_TEXT,X1_permission_ch_i,X1_rsv_ch_i,X2_age_ch_i,X2_sex_ch_i,X2_relationship_ch_i,X2_relationship_ch_i_6_TEXT,X2_permission_ch_i,X2_rsv_ch_i,X3_age_ch_i,X3_sex_ch_i,X3_relationship_ch_i,X3_relationship_ch_i_6_TEXT,X3_permission_ch_i,X3_rsv_ch_i,besd1,besd2,besd3,besd4,besd5,besd6,besd7,besd8,besd9,besd10,besd11,besd12,besd13,besd14,besd15,besd16,besd16_13_TEXT,besd17,besd18,besd18_9_TEXT,AGE,SEX,REG,EDU,SCH,EMP,REL,ETH,LAN,HHLAN,MIG,BUK,YUK,ENP,DIS1,DIS2,HEA,state,Age,RecipientFirstName,no_child.1,RCT
1947,30/08/2024 18:14,30/08/2024 18:37,IP Address,100,1409,True,30/08/2024 18:37,R_2cFL6KlBn30MIqR,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,St4,Yes,"Yes, definitely","Given too soon after birth,Fear of side effects or adverse reactions,Insufficient information or understanding about treatment","Yes, definitely",2,13,Male,Mother,,No,,16.0,Female,Mother,,No,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Yes,No,Very easy,Moderately easy,I cannot leave my job for long enough,,Very satisfied,Nothing. I am satisfied.,,55.0,Female,West Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"Black, Black British, Black Welsh, Caribbean or African: African",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,2c70289e1ef89c5f8952f1b67eef6cd2d6cfc957Q0002CKB000002a4,55-64,,2,RCT6
1948,30/08/2024 18:32,30/08/2024 18:38,IP Address,100,303,True,30/08/2024 18:38,R_2CxhzjJJhZmFS9P,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,PE30,Yes,"Unsure, but leaning towards yes","Concerns about safety,It is unnecessary,Infants are at low risk of RSV","Unsure, but leaning towards yes",1,13,Male,Mother,,No,,,,,,,,,,,,,,Moderately important,Moderately safe,Moderately,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderately easy,Moderately easy,The waiting time in the clinic is too long,,Moderately satisfied,Waiting times are long,,43.0,Female,East of England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",Portuguese,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived 2001 to 2010,Very well,No,,Good,5e1949724bd3e844c35aaca55e0bd559299a95f6Q0002J5F0000028e,35-44,,1,RCT3
1949,30/08/2024 18:35,30/08/2024 18:38,IP Address,100,140,True,30/08/2024 18:38,R_2VPZLMgNJXae8HK,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,SW17,Yes,"Yes, definitely",Concerns about safety,"Yes, definitely",1,1,Male,Father,,Yes,"Yes, definitely",,,,,,,,,,,,,A little important,Moderately safe,Very much,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Moderately easy,"Getting to the clinic is hard,The clinic only had health workers of the opposite sex",,Very satisfied,Nothing. I am satisfied.,,48.0,Male,South West England,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales",No,In full-time or part-time employment (including self-employed),Muslim,Mixed or Multiple ethnic groups: White and Black African,English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,Yes,Not at all,Good,7bda3f8970fedfe886e34228c4346ca3b4fd11b7Q0002KE80000028b,45-54,,1,RCT1
1950,30/08/2024 18:32,30/08/2024 18:38,IP Address,100,360,True,30/08/2024 18:38,R_2D1GJ2b9nnFRJAw,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,BB5,Yes,"No, definitely not","Lack of trust in the healthcare system,Lack of trust in pharmaceutical companies,Insufficient information or understanding about treatment","Unsure, but leaning towards yes",2,11,Male,Father,,No,,14.0,Male,Father,,No,,,,,,,,Very important,Moderately safe,Moderately,No,Yes,Not applicable to me,Not applicable to me,Yes,No,Yes,Yes,Yes,No,Very easy,Not at all easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,38.0,Male,North West England,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,Yes,"Yes, a little",Good,0266bbcab4175e7b6516559d003868bcdc728727Q0002IYE0000028c,35-44,,2,RCT5
1951,30/08/2024 18:35,30/08/2024 18:38,IP Address,100,152,True,30/08/2024 18:38,R_29htU4xGKSMX0MQ,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Wf7,Yes,"Yes, definitely","Lack of trust in the healthcare system,It is unnecessary","Unsure, but leaning towards yes",2,2,Female,Mother,,No,,14.0,Female,Mother,,No,,,,,,,,Moderately important,Not at all safe,A little,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,A little easy,Moderately easy,"Getting to the clinic is hard,The waiting time in the clinic is too long,I cannot afford to pay for transport or clinic services",,A little satisfied,Staff are not respectful,,49.0,Female,Yorkshire and the Humber,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",Yes,Unemployed and retired,Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Fair,bb0229cbef2998dc52a133a687797bbe18056fa4Q0002KFD000002b8,45-54,,2,RCT5
1952,30/08/2024 18:25,30/08/2024 18:38,IP Address,100,788,True,30/08/2024 18:38,R_8Rgojn4NcPxHxpD,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,s7,Yes,"Unsure, but leaning towards yes","Concerns about safety,Concerns about importance of treatment,Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions","Unsure, but leaning towards yes",2,8,Female,Father,,No,,12.0,Female,Father,,No,,,,,,,,Very important,Moderately safe,Moderately,Yes,Yes,Not applicable to me,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,43.0,Male,Yorkshire and the Humber,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"Asian, Asian British or Asian Welsh: Pakistani",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,9c31fccfd71d40bc4037322705e0ddaacd183f79Q0002HB500000270,35-44,,2,RCT4
1953,30/08/2024 18:27,30/08/2024 18:38,IP Address,100,644,True,30/08/2024 18:38,R_2ehiBCxft9erBNd,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,B65,Yes,"Yes, definitely",Concerns about importance of treatment,"Yes, definitely",3 or more,5,Male,Mother,,Yes,,8.0,Female,Mother,,No,,9.0,Female,Mother,,No,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Not at all easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,45.0,Female,West Midlands,"1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",No,Unemployed and looking after the home or family,Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Very good,d3d0977129d0649a8242e285fc1a0983f6c8b15bQ0002HXG0000028d,45-54,,3 or more,RCT5
1954,30/08/2024 18:30,30/08/2024 18:38,IP Address,100,490,True,30/08/2024 18:38,R_8iv2R1JpyRG3XvX,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Hu5,Yes,"Unsure, but leaning towards yes","Concerns about safety,Lack of trust in the healthcare system,Lack of trust in pharmaceutical companies","Unsure, but leaning towards yes",3 or more,3,Female,Father,,No,,6.0,Male,Father,,No,,9.0,Male,Father,,No,,Moderately important,Moderately safe,A little,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,My family and household responsibilities make it difficult for me to find time,,Moderately satisfied,Staff are poorly trained,,25.0,Male,Yorkshire and the Humber,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,White: Other White,English,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived after 2010,Very well,No,,Very good,cb8cd04cffa61817463030aeaf3ec84597797a26Q0002IFX000002a5,25-34,,3 or more,RCT4
1955,30/08/2024 18:34,30/08/2024 18:38,IP Address,100,218,True,30/08/2024 18:38,R_8PSoWHCGM3GvNzc,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,NE46,Yes,"Yes, definitely","Do not know where to get treatment,Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions","Yes, definitely",2,6,Female,Father,,No,,8.0,Male,Father,,No,,,,,,,,A little important,Moderately safe,A little,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,A little easy,Moderately easy,"The waiting time in the clinic is too long,I am made to feel unwelcome at the clinic",,A little satisfied,"Vaccines are not always available,The clinic is not clean",,35.0,Male,North East England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,77a39a204d66652ce2d5479c9e0d77f8378b98d4Q0002K1J00000293,35-44,,2,RCT3
1956,30/08/2024 18:33,30/08/2024 18:38,IP Address,100,294,True,30/08/2024 18:38,R_8maqCPxxBLYMB7H,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,GU12,Yes,"Unsure, but leaning towards yes","Concerns about importance of treatment,Fear of side effects or adverse reactions,Insufficient information or understanding about treatment","Yes, definitely",1,7,Male,Father,,No,,,,,,,,,,,,,,Very important,Very safe,Moderately,Yes,Yes,Not applicable to me,Not applicable to me,No,No,No,Yes,Yes,No,Moderately easy,Very easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,52.0,Male,South East England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"Asian, Asian British or Asian Welsh: Chinese",English,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived 1991 to 2000,Very well,No,,Good,0d40cc8b4d72d2192c8b4cef19c82588fbd45c28Q0002JJ800000270,45-54,,1,RCT2
1957,30/08/2024 18:32,30/08/2024 18:38,IP Address,100,335,True,30/08/2024 18:38,R_8cs1ZYqNIFbWJDH,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Le67,Yes,"Yes, definitely","Insufficient information or understanding about treatment,Financial or cost-related reasons","Yes, definitely",1,10,Female,Mother,,No,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Yes,Yes,No,Yes,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,32.0,Female,East Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,59545474755d292fc864f293cb8a02db871e30b0Q0002J4A0000028c,25-34,,1,RCT4
1958,30/08/2024 18:33,30/08/2024 18:38,IP Address,100,326,True,30/08/2024 18:38,R_8lAGknUtWdnkSOA,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,BT38,Yes,"Yes, definitely",Fear of side effects or adverse reactions,"Yes, definitely",1,1,Female,Mother,,No,"Yes, definitely",,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,32.0,Female,Northern Ireland,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Very good,11234a315846de5d51c65959707e269b344e5ed8Q0002JDK0000028a,25-34,,1,RCT1
1959,30/08/2024 18:34,30/08/2024 18:38,IP Address,100,263,True,30/08/2024 18:38,R_8MAlB3A6wsSL7CR,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,EH27,Yes,"Yes, definitely",Lack of trust in pharmaceutical companies,"Yes, definitely",1,10,Male,Mother,,No,,,,,,,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,No,No,No,Yes,Yes,No,Very easy,Very easy,The clinic opening times are inconvenient,,Very satisfied,Nothing. I am satisfied.,,40.0,Female,Scotland,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,No people in my household have English or Welsh as their main language,No,Yes,,Very well,No,,Very good,ed5604140e457a9dd7b43f5692919006db3b4f3dQ0002JTL0000028b,35-44,,1,RCT5
1960,30/08/2024 18:34,30/08/2024 18:39,IP Address,100,267,True,30/08/2024 18:39,R_8hEgiavJhyniGqS,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,BS39,Yes,"Yes, definitely",Fear of side effects or adverse reactions,"Yes, definitely",2,12,Male,Father,,No,,17.0,Female,Father,,No,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Yes,No,A little easy,Moderately easy,"Nothing, it's not hard",,Moderately satisfied,Nothing. I am satisfied.,,54.0,Male,South West England,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,In full-time or part-time employment (including self-employed),No religion,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Fair,8c174065ea13c01b8e1791196486ee87a21baf64Q0002JY200000275,45-54,,2,RCT2
1961,30/08/2024 18:34,30/08/2024 18:39,IP Address,100,324,True,30/08/2024 18:39,R_81XgflIN7ZXUYMo,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,ne28,Yes,"Yes, definitely","Concerns about safety,Fear of side effects or adverse reactions,Insufficient information or understanding about treatment","Yes, definitely",1,9,Male,Mother,,No,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Not applicable to me,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,31.0,Female,North East England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,Yes,"Yes, a lot",Fair,225102ca89508a145580d002eaa379f1b7639a84Q0002JUQ0000026a,25-34,,1,RCT3
1962,30/08/2024 18:25,30/08/2024 18:39,IP Address,100,849,True,30/08/2024 18:39,R_8uR47xSlcdexbJH,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,G41,Yes,"Unsure, but leaning towards yes","Concerns about safety,Concerns about importance of treatment,Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions,Insufficient information or understanding about treatment","Yes, definitely",3 or more,9,Female,Mother,,No,,13.0,Male,Mother,,No,,15.0,Female,Mother,,No,,Very important,Moderately safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Moderately easy,Very easy,"Nothing, it's not hard",,Moderately satisfied,Waiting times are long,,44.0,Female,Scotland,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Muslim,"Asian, Asian British or Asian Welsh: Pakistani",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Good,d662cfce6c7f50976b12ee28190779d02b4af018Q0002HEN00000275,35-44,,3 or more,RCT2
1963,30/08/2024 18:30,30/08/2024 18:40,IP Address,100,596,True,30/08/2024 18:40,R_86WvGKC2ypeG8Df,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,SE25,Yes,"Yes, definitely","Given too soon after birth,Insufficient information or understanding about treatment","Yes, definitely",2,3,Female,Mother,,No,,9.0,Male,Mother,,No,,,,,,,,A little important,A little safe,A little,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,A little easy,A little easy,The clinic opening times are inconvenient,,A little satisfied,Staff do not spend enough time with people,,23.0,Female,London,"2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",Yes,In full-time or part-time employment (including self-employed),Muslim,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",English,"Yes, at least one person in my household has English or Welsh as their main language",Yes,Yes,,Very well,Yes,"Yes, a little",Very good,cedd9e82f45bb7ca6aab748b837a73e5cf90ffc2Q0002II900000289,18-24,,2,RCT6
1964,30/08/2024 18:35,30/08/2024 18:40,IP Address,100,274,True,30/08/2024 18:40,R_2mwUYjHDaCnLkUw,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,SE11,Yes,"Yes, definitely",Concerns over the effectiveness of treatment,"Yes, definitely",1,8,Male,Father,,No,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Very easy,Very easy,"Nothing, it's not hard",,Very satisfied,Nothing. I am satisfied.,,39.0,Male,London,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Muslim,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,9e9edc50867428bec211d91c80f104c011c0411cQ0002KGL0000028c,35-44,,1,RCT0
1965,30/08/2024 18:34,30/08/2024 18:40,IP Address,100,333,True,30/08/2024 18:40,R_8PSDuH5wRWtqwHk,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,Le5,Yes,"Yes, definitely","Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions,Lack of trust in the healthcare system","Yes, definitely",1,9,Female,Mother,,Yes,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moderately easy,Very easy,"The waiting time in the clinic is too long,I cannot afford to pay for transport or clinic services",,Very satisfied,Nothing. I am satisfied.,,45.0,Female,East Midlands,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"Asian, Asian British or Asian Welsh: Indian",English,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived after 2010,Very well,No,,Good,45380620f983a476d721670d16bd98da84803123Q0002K2P000002aa,45-54,,1,RCT2
1966,30/08/2024 18:33,30/08/2024 18:41,IP Address,100,465,True,30/08/2024 18:41,R_8j2Jypx6Gz7eRnb,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,M68,Yes,"Yes, definitely","Concerns about safety,Fear of side effects or adverse reactions,Insufficient information or understanding about treatment","Yes, definitely",1,5,Male,Father,,No,,,,,,,,,,,,,,Moderately important,Moderately safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,A little easy,A little easy,"The waiting time in the clinic is too long,My family and household responsibilities make it difficult for me to find time",,Moderately satisfied,"Vaccines are not always available,Waiting times are long",,26.0,Male,North West England,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,In full-time or part-time employment (including self-employed),Christian,"Asian, Asian British or Asian Welsh: Indian",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,1c3192f9571130f7c4fc66d934c3426ed37d63f2Q0002JEP0000028c,25-34,,1,RCT6
1967,30/08/2024 18:28,30/08/2024 18:41,IP Address,100,768,True,30/08/2024 18:41,R_2MsyzKSjlCjudMA,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,ME7,Yes,"Yes, definitely","Given too soon after birth,Concerns over the effectiveness of treatment,Lack of trust in the healthcare system,Lack of trust in pharmaceutical companies,Infants are at low risk of RSV,Insufficient information or understanding about treatment","Yes, definitely",2,3,Male,Uncle or aunt,,Yes,,7.0,Female,Uncle or aunt,,Yes,,,,,,,,Very important,Moderately safe,Very much,Yes,Yes,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Yes,No,A little easy,Moderately easy,"The clinic opening times are inconvenient,I cannot leave my job for long enough",,Moderately satisfied,"Vaccines are not always available,The clinic does not open on time,Waiting times are long",,25.0,Female,South East England,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,In full-time or part-time employment (including self-employed),Christian,"Black, Black British, Black Welsh, Caribbean or African: African",English,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived 2001 to 2010,Very well,No,,Very good,45c1d0cf817ddee8af388f46a54df15f44c0c483Q0002I5K0000028a,25-34,,2,RCT5
1968,30/08/2024 18:35,30/08/2024 18:41,IP Address,100,339,True,30/08/2024 18:41,R_23eLPvnCeLYlFAA,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,WA3,Yes,"Yes, definitely","Given too soon after birth,Lack of trust in the healthcare system,Insufficient information or understanding about treatment","Yes, definitely",1,17,Male,Father,,No,,,,,,,,,,,,,,A little important,A little safe,Moderately,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,A little easy,Moderately easy,My family and household responsibilities make it difficult for me to find time,,Moderately satisfied,Staff are not respectful,,42.0,Male,North West England,"5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",No,In full-time or part-time employment (including self-employed),Christian,"White: English, Welsh, Scottish, Northern Irish or British",English,"Yes, at least one person in my household has English or Welsh as their main language",No,Yes,,Very well,No,,Very good,7b0118930886e3c185e17ed29fc5f3c8b882ca13Q0002KAU0000028b,35-44,,1,RCT0
1969,30/08/2024 18:36,30/08/2024 18:41,IP Address,100,291,True,30/08/2024 18:41,R_2dmfUK8Wf0FCkU6,anonymous,EN,I agree to participate in the study and am happy for my anonymous data to be shared. I also confirm that I am least 18 years old that you reside in the UK.,hp13,Yes,"Yes, definitely","Concerns about safety,Concerns over the effectiveness of treatment,Fear of side effects or adverse reactions","Unsure, but leaning towards yes",1,17,Female,Mother,,Yes,,,,,,,,,,,,,,Very important,Very safe,Very much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,A little easy,"The clinic sometimes turns people away without vaccinating,I cannot leave my job for long enough",,Moderately satisfied,Nothing. I am satisfied.,,42.0,Female,London,"Degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",No,"Unemployed, other",Muslim,"Asian, Asian British or Asian Welsh: Pakistani",Urdu,"Yes, at least one person in my household has English or Welsh as their main language",No,No,Arrived 1991 to 2000,Not well,No,,Good,e9f7b5898057a846578f1d5d93720d2fc99eeb01Q0002KNF0000028a,35-44,,1,RCT3
